Transaction_ID,Transaction_Date,Transaction_Date_Only,Transaction_Year,Transaction_Month_Number,Transaction_Month_Name,Transaction_Year_Month,Transaction_Amount,Flagged_Fraud_Amount,Fraudulent,Fraud_Probability,Risk_Score,Risk_Score_Band,Prediction_Label,Fraud_Prediction,Fraud_Status,Risk_Level,High_Risk_Flag,Primary_Risk_Reason,Risk_Reasons,Recommended_Action,Merchant_Category,Payment_Method,Device_Type,Location,Transaction_Type,Time_Risk,Keyword_Risk,Is_International,Is_Night,Suspicious_Keyword,High_Amount_Deviation,International_Night,International_Keyword,Behavioral_Risk_Count,Amount_vs_Average_Spend,Transactions_per_Account_Age
T102658,2023-10-25 09:03:00,2023-10-25,2023,10,October,2023-10,19.06,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,PayPal,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.058407,0.441341
T102659,2023-08-25 05:00:00,2023-08-25,2023,8,August,2023-08,85.68,0.0,0,0.67222,67.22,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Electronics,NetBanking,POS,Hyderabad,Domestic,Night,Normal,0,1,No,0,0,0,1,1.621806,0.03937
T102660,2023-06-30 06:55:00,2023-06-30,2023,6,June,2023-06,51.14,51.14,0,0.693791,69.38,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Electronics,UPI,POS,Mumbai,International,Day,Normal,1,0,No,0,0,0,1,0.108263,0.373673
T102661,2023-08-31 14:02:00,2023-08-31,2023,8,August,2023-08,169.73,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,NetBanking,Mobile,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.42937,0.308962
T102662,2023-06-18 01:15:00,2023-06-18,2023,6,June,2023-06,19.44,0.0,0,0.689154,68.92,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Travel,Debit Card,Desktop,Hyderabad,Domestic,Night,Normal,0,1,No,0,0,0,1,0.17922,0.101551
T102663,2023-12-23 11:33:00,2023-12-23,2023,12,December,2023-12,90.61,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,Debit Card,Desktop,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.281162,2.542857
T102664,2023-08-31 04:32:00,2023-08-31,2023,8,August,2023-08,74.87,74.87,0,0.702599,70.26,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Health,UPI,Desktop,Delhi,Domestic,Night,Normal,0,1,No,0,0,0,1,0.196005,0.172291
T102665,2023-08-05 22:47:00,2023-08-05,2023,8,August,2023-08,28.0,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,NetBanking,POS,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.248602,0.570281
T102666,2023-05-15 15:43:00,2023-05-15,2023,5,May,2023-05,11.75,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,Debit Card,POS,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.210838,0.003333
T102667,2023-06-08 22:55:00,2023-06-08,2023,6,June,2023-06,84.36,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,UPI,POS,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.462576,1.780488
T102668,2024-01-02 06:23:00,2024-01-02,2024,1,January,2024-01,107.34,0.0,0,0.086897,8.69,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,NetBanking,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,1.402771,0.240291
T102669,2023-09-14 21:22:00,2023-09-14,2023,9,September,2023-09,30.34,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,UPI,Desktop,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.105641,0.021558
T102670,2023-11-11 12:55:00,2023-11-11,2023,11,November,2023-11,82.81,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,NetBanking,Desktop,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.380176,0.162347
T102671,2023-12-29 15:46:00,2023-12-29,2023,12,December,2023-12,40.22,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Debit Card,Mobile,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.169999,0.154004
T102672,2023-06-07 18:31:00,2023-06-07,2023,6,June,2023-06,99.92,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,UPI,Mobile,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.362029,0.066929
T102673,2023-07-29 05:27:00,2023-07-29,2023,7,July,2023-07,17.77,0.0,1,0.680021,68.0,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Electronics,Debit Card,Mobile,Bengaluru,Domestic,Night,Normal,0,1,No,0,0,0,1,0.036176,0.484932
T102674,2023-01-12 13:44:00,2023-01-12,2023,1,January,2023-01,176.74,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,UPI,POS,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.443636,0.015306
T102675,2023-01-19 16:13:00,2023-01-19,2023,1,January,2023-01,27.11,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,Credit Card,POS,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.085134,0.089847
T102676,2023-04-13 21:52:00,2023-04-13,2023,4,April,2023-04,36.68,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,Debit Card,Desktop,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.194878,0.047049
T102677,2023-04-08 12:14:00,2023-04-08,2023,4,April,2023-04,4.79,0.0,0,0.074456,7.45,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,Debit Card,Mobile,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.205933,0.058699
T102678,2023-09-19 06:51:00,2023-09-19,2023,9,September,2023-09,9.46,0.0,0,0.085225,8.52,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,PayPal,Desktop,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.140984,0.050659
T102679,2023-11-11 02:09:00,2023-11-11,2023,11,November,2023-11,58.03,58.03,0,0.697647,69.76,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Fashion,Debit Card,Mobile,Kolkata,Domestic,Night,Normal,0,1,No,0,0,0,1,0.157639,0.075901
T102680,2023-02-10 21:41:00,2023-02-10,2023,2,February,2023-02,24.91,24.91,1,0.723684,72.37,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Utilities,NetBanking,Mobile,Delhi,International,Day,Normal,1,0,No,0,0,0,1,0.13048,0.689266
T102681,2023-09-02 20:25:00,2023-09-02,2023,9,September,2023-09,144.38,0.0,0,0.074456,7.45,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,UPI,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.830391,2.984615
T102682,2023-01-02 22:53:00,2023-01-02,2023,1,January,2023-01,1.18,0.0,0,0.596114,59.61,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,International transaction,International transaction,Monitor,Grocery,Credit Card,Desktop,Mumbai,International,Day,Normal,1,0,No,0,0,0,1,0.002648,0.027397
T102683,2023-11-10 22:54:00,2023-11-10,2023,11,November,2023-11,38.13,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,NetBanking,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.154117,0.020862
T102684,2023-02-26 09:57:00,2023-02-26,2023,2,February,2023-02,32.92,32.92,1,0.803065,80.31,High Risk,Fraud,1,Predicted Fraud,High,1,Suspicious keyword detected,Suspicious keyword detected,Immediate Review,Entertainment,NetBanking,Mobile,Pune,Domestic,Day,Suspicious Keyword,0,0,Yes,0,0,0,1,0.073027,0.013812
T102685,2023-05-02 06:18:00,2023-05-02,2023,5,May,2023-05,1.56,0.0,0,0.086752,8.68,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,NetBanking,POS,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.00351,0.006869
T102686,2023-08-05 13:59:00,2023-08-05,2023,8,August,2023-08,10.62,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,NetBanking,Desktop,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.21546,0.062842
T102687,2023-06-03 13:35:00,2023-06-03,2023,6,June,2023-06,42.71,0.0,0,0.074456,7.45,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,Credit Card,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.090252,0.311573
T102688,2023-01-01 18:05:00,2023-01-01,2023,1,January,2023-01,54.32,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,PayPal,Desktop,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,1.138545,0.265276
T102689,2023-08-31 01:45:00,2023-08-31,2023,8,August,2023-08,41.44,41.44,0,0.697785,69.78,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Fashion,Debit Card,Desktop,Delhi,Domestic,Night,Normal,0,1,No,0,0,0,1,0.085954,0.457249
T102690,2023-12-20 01:33:00,2023-12-20,2023,12,December,2023-12,60.56,60.56,0,0.841079,84.11,High Risk,Fraud,1,Predicted Fraud,High,1,Multiple behavioral risk indicators,Night-time transaction | Suspicious keyword detected | Multiple behavioral risk indicators,Immediate Review,Utilities,NetBanking,Mobile,Hyderabad,Domestic,Night,Suspicious Keyword,0,1,Yes,0,0,0,2,0.261282,0.085624
T102691,2023-08-20 06:59:00,2023-08-20,2023,8,August,2023-08,72.34,0.0,0,0.085972,8.6,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,Debit Card,POS,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.188966,0.102784
T102692,2023-07-10 02:43:00,2023-07-10,2023,7,July,2023-07,0.8,0.0,0,0.578128,57.81,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Health,Debit Card,Desktop,Bengaluru,Domestic,Night,Normal,0,1,No,0,0,0,1,0.002247,0.000704
T102693,2023-09-29 07:42:00,2023-09-29,2023,9,September,2023-09,49.9,0.0,0,0.074782,7.48,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,NetBanking,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.188972,0.102825
T102694,2023-10-26 16:42:00,2023-10-26,2023,10,October,2023-10,264.83,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,PayPal,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.844672,0.516517
T102695,2023-07-11 14:06:00,2023-07-11,2023,7,July,2023-07,58.56,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Debit Card,Mobile,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.123165,0.273994
T102696,2023-07-13 23:20:00,2023-07-13,2023,7,July,2023-07,90.54,90.54,1,0.734275,73.43,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Electronics,UPI,Mobile,Delhi,International,Day,Normal,1,0,No,0,0,0,1,0.194961,0.005738
T102697,2023-10-13 09:56:00,2023-10-13,2023,10,October,2023-10,29.9,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,Debit Card,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.090436,0.205832
T102698,2023-07-31 14:26:00,2023-07-31,2023,7,July,2023-07,118.97,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,NetBanking,Desktop,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.358041,0.16478
T102699,2023-05-10 15:40:00,2023-05-10,2023,5,May,2023-05,118.6,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Credit Card,Desktop,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.905344,0.049086
T102700,2024-01-31 12:19:00,2024-01-31,2024,1,January,2024-01,58.93,0.0,0,0.072677,7.27,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,Debit Card,POS,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.141648,0.095273
T102701,2024-01-23 11:09:00,2024-01-23,2024,1,January,2024-01,298.42,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,PayPal,Desktop,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.932621,0.193096
T102702,2023-11-07 13:17:00,2023-11-07,2023,11,November,2023-11,10.73,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,UPI,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.025864,0.097902
T102703,2023-11-25 06:50:00,2023-11-25,2023,11,November,2023-11,1.37,0.0,0,0.085225,8.52,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,UPI,POS,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.004122,0.131955
T102704,2023-04-18 06:17:00,2023-04-18,2023,4,April,2023-04,117.63,0.0,0,0.086648,8.66,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Credit Card,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.750814,0.191964
T102705,2023-08-07 13:30:00,2023-08-07,2023,8,August,2023-08,131.67,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,Credit Card,Mobile,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,1.280214,0.14951
T102706,2023-05-23 01:00:00,2023-05-23,2023,5,May,2023-05,10.25,0.0,0,0.677861,67.79,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Entertainment,Debit Card,Desktop,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.21484,0.101928
T102707,2023-12-15 13:57:00,2023-12-15,2023,12,December,2023-12,24.69,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,NetBanking,Mobile,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.083092,0.031756
T102708,2023-12-31 17:22:00,2023-12-31,2023,12,December,2023-12,1.42,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,PayPal,Desktop,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.009518,0.083506
T102709,2023-06-01 12:53:00,2023-06-01,2023,6,June,2023-06,27.77,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,UPI,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.087067,0.130584
T102710,2023-07-07 09:47:00,2023-07-07,2023,7,July,2023-07,118.67,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,High transaction amount deviation,Transaction amount significantly above average,Normal,Utilities,Credit Card,POS,Hyderabad,Domestic,Day,Normal,0,0,No,1,0,0,0,3.063242,0.093407
T102711,2023-03-17 15:13:00,2023-03-17,2023,3,March,2023-03,58.38,58.38,0,0.706008,70.6,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Food,PayPal,Mobile,Pune,International,Day,Normal,1,0,No,0,0,0,1,0.300819,0.077179
T102712,2023-01-03 01:03:00,2023-01-03,2023,1,January,2023-01,34.23,34.23,1,0.701564,70.16,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Utilities,NetBanking,Desktop,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.248638,0.266667
T102713,2023-12-27 13:19:00,2023-12-27,2023,12,December,2023-12,37.18,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,UPI,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.194192,0.003559
T102714,2023-06-14 14:27:00,2023-06-14,2023,6,June,2023-06,0.11,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,UPI,Desktop,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.003005,0.008069
T102715,2023-11-29 15:06:00,2023-11-29,2023,11,November,2023-11,28.51,0.0,0,0.072677,7.27,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,NetBanking,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.078142,0.091317
T102716,2023-05-09 15:21:00,2023-05-09,2023,5,May,2023-05,83.18,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,UPI,POS,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,1.238166,0.088983
T102717,2023-09-05 10:05:00,2023-09-05,2023,9,September,2023-09,292.57,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,High transaction amount deviation,Transaction amount significantly above average,Normal,Grocery,NetBanking,Desktop,Pune,Domestic,Day,Normal,0,0,No,1,0,0,0,17.149472,0.064272
T102718,2023-10-01 08:59:00,2023-10-01,2023,10,October,2023-10,150.22,150.22,1,0.729214,72.92,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Entertainment,UPI,POS,Hyderabad,International,Day,Normal,1,0,No,0,0,0,1,0.317134,0.087793
T102719,2023-12-31 18:15:00,2023-12-31,2023,12,December,2023-12,1.91,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,Debit Card,POS,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.018276,0.291667
T102720,2023-10-04 20:17:00,2023-10-04,2023,10,October,2023-10,183.06,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,NetBanking,Mobile,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.440313,0.095726
T102721,2023-10-21 11:30:00,2023-10-21,2023,10,October,2023-10,122.3,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,PayPal,POS,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.253424,0.074893
T102722,2023-11-10 18:42:00,2023-11-10,2023,11,November,2023-11,121.27,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Debit Card,Desktop,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.446305,0.090808
T102723,2023-09-05 21:06:00,2023-09-05,2023,9,September,2023-09,49.0,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,PayPal,Desktop,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.182972,0.200472
T102724,2023-05-14 12:24:00,2023-05-14,2023,5,May,2023-05,40.6,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,UPI,POS,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.21365,0.114525
T102725,2023-11-14 22:31:00,2023-11-14,2023,11,November,2023-11,28.87,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,PayPal,Mobile,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.132104,0.078807
T102726,2023-01-12 12:07:00,2023-01-12,2023,1,January,2023-01,5.44,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,Debit Card,POS,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.022094,1.22449
T102727,2023-01-18 19:28:00,2023-01-18,2023,1,January,2023-01,20.73,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,NetBanking,POS,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.245238,0.074416
T102728,2023-05-11 12:04:00,2023-05-11,2023,5,May,2023-05,22.65,0.0,0,0.073692,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,Credit Card,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.120019,0.060431
T102729,2024-01-06 05:34:00,2024-01-06,2024,1,January,2024-01,52.94,52.94,0,0.711711,71.17,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Food,PayPal,Mobile,Pune,Domestic,Night,Normal,0,1,No,0,0,0,1,0.129157,0.069182
T102730,2023-11-10 06:19:00,2023-11-10,2023,11,November,2023-11,110.09,0.0,0,0.085426,8.54,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,Credit Card,Mobile,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,1.107768,0.038311
T102731,2023-04-13 19:20:00,2023-04-13,2023,4,April,2023-04,51.37,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,PayPal,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.139733,0.109131
T102732,2023-06-11 16:21:00,2023-06-11,2023,6,June,2023-06,4.77,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,PayPal,Mobile,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.014486,0.003466
T102733,2023-07-03 18:30:00,2023-07-03,2023,7,July,2023-07,253.21,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,High transaction amount deviation,Transaction amount significantly above average,Normal,Entertainment,NetBanking,Desktop,Kolkata,Domestic,Day,Normal,0,0,No,1,0,0,0,6.649422,0.160156
T102734,2023-11-26 13:27:00,2023-11-26,2023,11,November,2023-11,228.79,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,High transaction amount deviation,Transaction amount significantly above average,Normal,Entertainment,UPI,Mobile,Chennai,Domestic,Day,Normal,0,0,No,1,0,0,0,10.899952,0.544892
T102735,2023-03-01 16:35:00,2023-03-01,2023,3,March,2023-03,123.04,0.0,0,0.074456,7.45,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Debit Card,Mobile,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.673306,0.009981
T102736,2023-08-19 06:29:00,2023-08-19,2023,8,August,2023-08,379.81,0.0,0,0.086897,8.69,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,Debit Card,Mobile,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,1.087782,1.861702
T102737,2023-08-10 19:13:00,2023-08-10,2023,8,August,2023-08,62.91,0.0,0,0.074456,7.45,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,Debit Card,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.365969,0.049242
T102738,2023-10-08 06:08:00,2023-10-08,2023,10,October,2023-10,263.25,0.0,0,0.085972,8.6,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,UPI,Desktop,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.780717,0.666667
T102739,2023-04-11 01:29:00,2023-04-11,2023,4,April,2023-04,6.29,0.0,1,0.679562,67.96,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Food,Credit Card,Mobile,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.018716,0.039785
T102740,2023-03-12 02:00:00,2023-03-12,2023,3,March,2023-03,36.42,36.42,0,0.703043,70.3,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Fashion,Debit Card,Desktop,Mumbai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.089879,0.085373
