Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,Transaction_Hour,Transaction_Day,Transaction_Month,Day_of_Week,Is_Weekend,Amount_vs_Average_Spend,Transactions_per_Account_Age
T102690,CUST1518,2023-12-20 01:33:00,60.56,Utilities,NetBanking,Mobile,Hyderabad,0,81,231.78,946,Yes,0,1,20,12,Wednesday,0,0.26128225040987146,0.08562367864693446
T102691,CUST2152,2023-08-20 06:59:00,72.34,Entertainment,Debit Card,POS,Hyderabad,0,96,382.82,934,No,0,6,20,8,Sunday,1,0.1889660937255107,0.10278372591006424
T102692,CUST1642,2023-07-10 02:43:00,0.8,Health,Debit Card,Desktop,Bengaluru,0,1,356.01,1420,No,0,2,10,7,Monday,0,0.0022471278896660208,0.0007042253521126761
T102693,CUST9611,2023-09-29 07:42:00,49.9,Grocery,NetBanking,Mobile,Hyderabad,0,91,264.06,885,No,0,7,29,9,Friday,0,0.1889722032871317,0.10282485875706214
T102694,CUST6880,2023-10-26 16:42:00,264.83,Travel,PayPal,Mobile,Bengaluru,0,172,313.53,333,No,0,16,26,10,Thursday,0,0.8446719612158327,0.5165165165165165
T102695,CUST6537,2023-07-11 14:06:00,58.56,Utilities,Debit Card,Mobile,Mumbai,0,177,475.46,646,No,0,14,11,7,Tuesday,0,0.12316493501030581,0.2739938080495356
T102696,CUST9835,2023-07-13 23:20:00,90.54,Electronics,UPI,Mobile,Delhi,1,7,464.4,1220,No,1,23,13,7,Thursday,0,0.19496124031007755,0.005737704918032787
T102697,CUST9322,2023-10-13 09:56:00,29.9,Food,Debit Card,Mobile,Bengaluru,0,120,330.62,583,No,0,9,13,10,Friday,0,0.09043615026314197,0.2058319039451115
T102698,CUST1198,2023-07-31 14:26:00,118.97,Grocery,NetBanking,Desktop,Pune,0,131,332.28,795,No,0,14,31,7,Monday,0,0.3580414108583123,0.16477987421383647
T102699,CUST9996,2023-05-10 15:40:00,118.6,Utilities,Credit Card,Desktop,Kolkata,0,94,131.0,1915,No,0,15,10,5,Wednesday,0,0.9053435114503816,0.04908616187989556
T102700,CUST9847,2024-01-31 12:19:00,58.93,Travel,Debit Card,POS,Delhi,0,129,416.03,1354,No,0,12,31,1,Wednesday,0,0.1416484388145086,0.09527326440177253
T102701,CUST3034,2024-01-23 11:09:00,298.42,Entertainment,PayPal,Desktop,Kolkata,0,179,319.98,927,No,0,11,23,1,Tuesday,0,0.9326207887993,0.1930960086299892
T102702,CUST5131,2023-11-07 13:17:00,10.73,Fashion,UPI,Mobile,Pune,0,98,414.86,1001,No,0,13,7,11,Tuesday,0,0.02586414694113677,0.0979020979020979
T102703,CUST7461,2023-11-25 06:50:00,1.37,Entertainment,UPI,POS,Chennai,0,166,332.35,1258,No,0,6,25,11,Saturday,1,0.004122160373100647,0.13195548489666137
T102704,CUST2535,2023-04-18 06:17:00,117.63,Utilities,Credit Card,Mobile,Pune,0,43,156.67,224,No,0,6,18,4,Tuesday,0,0.7508138124720751,0.19196428571428573
T102705,CUST8499,2023-08-07 13:30:00,131.67,Travel,Credit Card,Mobile,Mumbai,0,183,102.85,1224,No,0,13,7,8,Monday,0,1.2802139037433156,0.14950980392156862
T102706,CUST7196,2023-05-23 01:00:00,10.25,Entertainment,Debit Card,Desktop,Chennai,0,185,47.71,1815,No,0,1,23,5,Tuesday,0,0.21483965625655,0.10192837465564739
T102707,CUST1358,2023-12-15 13:57:00,24.69,Entertainment,NetBanking,Mobile,Chennai,0,53,297.14,1669,No,0,13,15,12,Friday,0,0.08309214511677998,0.03175554224086279
T102708,CUST6178,2023-12-31 17:22:00,1.42,Food,PayPal,Desktop,Hyderabad,0,161,149.19,1928,No,0,17,31,12,Sunday,1,0.00951806421341913,0.08350622406639004
T102709,CUST4034,2023-06-01 12:53:00,27.77,Health,UPI,Mobile,Pune,0,190,318.95,1455,No,0,12,1,6,Thursday,0,0.08706693839159743,0.13058419243986255
T102710,CUST4029,2023-07-07 09:47:00,118.67,Utilities,Credit Card,POS,Hyderabad,0,102,38.74,1092,No,0,9,7,7,Friday,0,3.063242127000516,0.09340659340659341
T102711,CUST4750,2023-03-17 15:13:00,58.38,Food,PayPal,Mobile,Pune,1,139,194.07,1801,No,0,15,17,3,Friday,0,0.30081929200803836,0.07717934480843976
T102712,CUST4333,2023-01-03 01:03:00,34.23,Utilities,NetBanking,Desktop,Chennai,0,180,137.67,675,No,1,1,3,1,Tuesday,0,0.24863804750490304,0.26666666666666666
T102713,CUST6553,2023-12-27 13:19:00,37.18,Electronics,UPI,Mobile,Hyderabad,0,1,191.46,281,No,0,13,27,12,Wednesday,0,0.1941919983286326,0.0035587188612099642
T102714,CUST9869,2023-06-14 14:27:00,0.11,Electronics,UPI,Desktop,Kolkata,0,14,36.6,1735,No,0,14,14,6,Wednesday,0,0.0030054644808743167,0.008069164265129682
T102715,CUST1410,2023-11-29 15:06:00,28.51,Food,NetBanking,Desktop,Delhi,0,122,364.85,1336,No,0,15,29,11,Wednesday,0,0.07814170206934357,0.09131736526946108
T102716,CUST4585,2023-05-09 15:21:00,83.18,Grocery,UPI,POS,Pune,0,21,67.18,236,No,0,15,9,5,Tuesday,0,1.2381661208693062,0.08898305084745763
T102717,CUST2805,2023-09-05 10:05:00,292.57,Grocery,NetBanking,Desktop,Pune,0,34,17.06,529,No,0,10,5,9,Tuesday,0,17.14947245017585,0.06427221172022685
T102718,CUST2872,2023-10-01 08:59:00,150.22,Entertainment,UPI,POS,Hyderabad,1,105,473.68,1196,No,1,8,1,10,Sunday,1,0.31713393007937846,0.08779264214046822
T102719,CUST7491,2023-12-31 18:15:00,1.91,Entertainment,Debit Card,POS,Pune,0,14,104.51,48,No,0,18,31,12,Sunday,1,0.01827576308487226,0.2916666666666667
T102720,CUST6804,2023-10-04 20:17:00,183.06,Fashion,NetBanking,Mobile,Chennai,0,168,415.75,1755,No,0,20,4,10,Wednesday,0,0.4403126879134095,0.09572649572649573
T102721,CUST5593,2023-10-21 11:30:00,122.3,Electronics,PayPal,POS,Hyderabad,0,122,482.59,1629,No,0,11,21,10,Saturday,1,0.2534242317495182,0.0748925721301412
T102722,CUST5137,2023-11-10 18:42:00,121.27,Utilities,Debit Card,Desktop,Hyderabad,0,163,271.72,1795,No,0,18,10,11,Friday,0,0.44630501987339904,0.09080779944289694
T102723,CUST4919,2023-09-05 21:06:00,49.0,Fashion,PayPal,Desktop,Bengaluru,0,170,267.8,848,No,0,21,5,9,Tuesday,0,0.18297236743838685,0.20047169811320756
T102724,CUST9036,2023-05-14 12:24:00,40.6,Electronics,UPI,POS,Kolkata,0,82,190.03,716,No,0,12,14,5,Sunday,1,0.2136504762405936,0.11452513966480447
T102725,CUST4337,2023-11-14 22:31:00,28.87,Food,PayPal,Mobile,Kolkata,0,148,218.54,1878,No,0,22,14,11,Tuesday,0,0.1321039626612977,0.07880724174653887
T102726,CUST7569,2023-01-12 12:07:00,5.44,Grocery,Debit Card,POS,Bengaluru,0,60,246.22,49,No,0,12,12,1,Thursday,0,0.022094062220778168,1.2244897959183674
T102727,CUST4592,2023-01-18 19:28:00,20.73,Entertainment,NetBanking,POS,Chennai,0,137,84.53,1841,No,0,19,18,1,Wednesday,0,0.24523837690760678,0.07441607821835959
T102728,CUST6232,2023-05-11 12:04:00,22.65,Grocery,Credit Card,Desktop,Delhi,0,115,188.72,1903,No,0,12,11,5,Thursday,0,0.12001907587961,0.0604308985811876
T102729,CUST4048,2024-01-06 05:34:00,52.94,Food,PayPal,Mobile,Pune,0,33,409.89,477,No,0,5,6,1,Saturday,1,0.12915660299104637,0.06918238993710692
T102730,CUST5838,2023-11-10 06:19:00,110.09,Fashion,Credit Card,Mobile,Mumbai,0,49,99.38,1279,No,0,6,10,11,Friday,0,1.1077681626081708,0.03831118060985145
T102731,CUST2922,2023-04-13 19:20:00,51.37,Fashion,PayPal,Mobile,Pune,0,196,367.63,1796,No,0,19,13,4,Thursday,0,0.1397328836057993,0.1091314031180401
T102732,CUST7940,2023-06-11 16:21:00,4.77,Travel,PayPal,Mobile,Mumbai,0,4,329.28,1154,No,0,16,11,6,Sunday,1,0.014486151603498542,0.0034662045060658577
T102733,CUST5940,2023-07-03 18:30:00,253.21,Entertainment,NetBanking,Desktop,Kolkata,0,123,38.08,768,No,0,18,3,7,Monday,0,6.649422268907563,0.16015625
T102734,CUST6829,2023-11-26 13:27:00,228.79,Entertainment,UPI,Mobile,Chennai,0,176,20.99,323,No,0,13,26,11,Sunday,1,10.89995235826584,0.544891640866873
T102735,CUST5992,2023-03-01 16:35:00,123.04,Utilities,Debit Card,Mobile,Delhi,0,16,182.74,1603,No,0,16,1,3,Wednesday,0,0.6733063368720587,0.009981285090455396
T102736,CUST1386,2023-08-19 06:29:00,379.81,Entertainment,Debit Card,Mobile,Delhi,0,175,349.16,94,No,0,6,19,8,Saturday,1,1.0877821056249284,1.8617021276595744
T102737,CUST6131,2023-08-10 19:13:00,62.91,Electronics,Debit Card,Desktop,Delhi,0,26,171.9,528,No,0,19,10,8,Thursday,0,0.3659685863874345,0.04924242424242424
T102738,CUST3825,2023-10-08 06:08:00,263.25,Fashion,UPI,Desktop,Bengaluru,0,70,337.19,105,No,0,6,8,10,Sunday,1,0.7807171031169371,0.6666666666666666
T102739,CUST2774,2023-04-11 01:29:00,6.29,Food,Credit Card,Mobile,Chennai,0,37,336.07,930,No,1,1,11,4,Tuesday,0,0.018716338857976016,0.03978494623655914
T102740,CUST7114,2023-03-12 02:00:00,36.42,Fashion,Debit Card,Desktop,Mumbai,0,150,405.21,1757,No,0,2,12,3,Sunday,1,0.08987932183312357,0.08537279453614115
T102741,CUST7491,2023-10-10 04:15:00,20.43,Grocery,Credit Card,POS,Delhi,0,7,58.75,664,No,1,4,10,10,Tuesday,0,0.3477446808510638,0.010542168674698794
T102742,CUST9075,2023-04-17 01:34:00,17.44,Electronics,UPI,Mobile,Chennai,0,170,292.79,1178,No,0,1,17,4,Monday,0,0.059564875849585024,0.14431239388794567
T102743,CUST8323,2023-10-20 21:25:00,12.14,Entertainment,UPI,Desktop,Pune,1,30,40.62,56,Yes,1,21,20,10,Friday,0,0.2988675529295914,0.5357142857142857
T102744,CUST5392,2023-09-11 01:59:00,77.92,Utilities,NetBanking,Mobile,Mumbai,0,74,96.21,1668,No,0,1,11,9,Monday,0,0.8098950213075564,0.04436450839328537
T102745,CUST2490,2023-04-19 04:13:00,121.61,Utilities,Debit Card,Mobile,Kolkata,1,121,169.5,1329,No,1,4,19,4,Wednesday,0,0.7174631268436578,0.09104589917231001
T102746,CUST4059,2023-09-26 21:42:00,69.08,Utilities,NetBanking,Desktop,Bengaluru,0,6,356.62,1625,No,0,21,26,9,Tuesday,0,0.19370758790869833,0.0036923076923076922
T102747,CUST6718,2023-12-31 07:45:00,12.72,Health,Debit Card,POS,Hyderabad,0,24,487.2,709,No,0,7,31,12,Sunday,1,0.026108374384236455,0.03385049365303244
T102748,CUST1794,2023-08-31 20:54:00,133.33,Travel,UPI,Mobile,Mumbai,0,194,177.84,112,No,0,20,31,8,Thursday,0,0.749718848403059,1.7321428571428572
T102749,CUST7476,2023-04-02 16:10:00,80.84,Electronics,UPI,POS,Kolkata,0,168,265.36,515,No,0,16,2,4,Sunday,1,0.3046427494724148,0.3262135922330097
T102750,CUST2546,2023-07-30 23:24:00,39.3,Grocery,PayPal,Desktop,Kolkata,0,121,136.94,1516,No,0,23,30,7,Sunday,1,0.286987001606543,0.07981530343007916
T102751,CUST8574,2024-01-08 23:31:00,89.7,Entertainment,PayPal,Mobile,Kolkata,0,143,340.99,35,No,0,23,8,1,Monday,0,0.2630575676706062,4.085714285714285
T102752,CUST8515,2023-05-31 14:08:00,24.08,Grocery,UPI,Desktop,Pune,0,181,189.63,998,No,0,14,31,5,Wednesday,0,0.12698412698412698,0.1813627254509018
T102753,CUST9447,2023-02-13 17:01:00,33.87,Grocery,UPI,Desktop,Mumbai,0,85,245.98,1729,No,0,17,13,2,Monday,0,0.13769412147329052,0.049161364950838636
T102754,CUST8316,2023-06-30 21:17:00,199.58,Entertainment,Credit Card,Desktop,Mumbai,0,133,288.23,397,No,0,21,30,6,Friday,0,0.6924331263227284,0.3350125944584383
T102755,CUST2275,2023-11-01 09:10:00,27.46,Grocery,Credit Card,Desktop,Hyderabad,0,89,346.26,500,No,0,9,1,11,Wednesday,0,0.07930456882111708,0.178
T102756,CUST8679,2023-07-27 12:09:00,50.79,Utilities,NetBanking,Mobile,Delhi,0,36,39.43,1767,No,0,12,27,7,Thursday,0,1.288105503423789,0.02037351443123939
T102757,CUST9193,2023-11-05 14:48:00,176.68,Food,PayPal,POS,Pune,0,174,281.9,1502,No,0,14,5,11,Sunday,1,0.6267470734302945,0.11584553928095873
T102758,CUST8554,2023-05-27 09:19:00,98.4,Travel,PayPal,POS,Kolkata,1,151,221.27,1960,No,0,9,27,5,Saturday,1,0.4447055633389072,0.0770408163265306
T102759,CUST8460,2023-02-20 19:03:00,5.14,Health,UPI,Mobile,Hyderabad,0,88,75.54,718,No,0,19,20,2,Monday,0,0.06804342070426263,0.12256267409470752
T102760,CUST8352,2024-01-02 22:12:00,12.75,Grocery,UPI,Mobile,Mumbai,0,45,111.94,399,No,0,22,2,1,Tuesday,0,0.1139003037341433,0.11278195488721804
T102761,CUST5213,2024-02-10 14:16:00,0.63,Grocery,NetBanking,POS,Pune,0,10,443.11,1393,No,0,14,10,2,Saturday,1,0.0014217688610051679,0.007178750897343862
T102762,CUST4498,2024-02-06 22:06:00,79.74,Fashion,PayPal,POS,Bengaluru,0,54,437.17,1721,No,0,22,6,2,Tuesday,0,0.1824004391884164,0.03137710633352702
T102763,CUST6225,2023-03-16 18:21:00,47.49,Travel,Credit Card,Mobile,Mumbai,0,70,26.33,307,No,0,18,16,3,Thursday,0,1.8036460311431828,0.2280130293159609
T102764,CUST8205,2023-09-14 00:52:00,11.54,Electronics,Debit Card,Desktop,Bengaluru,0,85,347.81,369,No,0,0,14,9,Thursday,0,0.033179034530347026,0.23035230352303523
T102765,CUST3789,2023-01-14 14:48:00,253.48,Travel,NetBanking,Mobile,Chennai,0,32,281.55,844,No,0,14,14,1,Saturday,1,0.9003019001953471,0.037914691943127965
T102766,CUST9517,2023-05-29 01:58:00,60.34,Travel,Debit Card,POS,Bengaluru,0,43,470.51,643,No,0,1,29,5,Monday,0,0.12824382053516398,0.06687402799377916
T102767,CUST4575,2023-11-27 00:34:00,22.15,Entertainment,Credit Card,Desktop,Mumbai,0,118,454.92,1133,No,1,0,27,11,Monday,0,0.04868987953925964,0.10414827890556046
T102768,CUST1000,2023-10-05 12:14:00,55.55,Entertainment,Credit Card,POS,Hyderabad,0,121,293.99,1759,No,0,12,5,10,Thursday,0,0.18895200517024388,0.06878908470722
T102769,CUST6955,2023-06-02 19:08:00,91.06,Entertainment,Debit Card,Desktop,Mumbai,0,15,78.09,822,No,0,19,2,6,Friday,0,1.1660904085030093,0.01824817518248175
T102770,CUST9207,2023-12-14 18:07:00,6.34,Health,NetBanking,POS,Mumbai,0,66,235.31,632,No,0,18,14,12,Thursday,0,0.02694318133525987,0.10443037974683544
T102771,CUST7474,2023-01-13 12:19:00,25.69,Utilities,Debit Card,Desktop,Chennai,0,143,365.33,96,No,0,12,13,1,Friday,0,0.070319984671393,1.4895833333333333
T102772,CUST6810,2023-07-13 05:01:00,131.59,Travel,NetBanking,Mobile,Kolkata,0,115,476.35,244,No,0,5,13,7,Thursday,0,0.2762464574367587,0.4713114754098361
T102773,CUST3108,2023-11-27 17:38:00,49.25,Health,NetBanking,Mobile,Delhi,0,81,188.28,445,No,0,17,27,11,Monday,0,0.26157850010622474,0.18202247191011237
T102774,CUST4411,2023-04-18 20:46:00,63.27,Grocery,UPI,Desktop,Mumbai,0,20,394.49,1198,No,0,20,18,4,Tuesday,0,0.16038429364495932,0.01669449081803005
T102775,CUST8166,2023-10-16 12:03:00,45.37,Entertainment,PayPal,Desktop,Chennai,0,178,344.84,581,No,0,12,16,10,Monday,0,0.13156826354251247,0.306368330464716
T102776,CUST4631,2024-01-11 15:31:00,3.59,Grocery,PayPal,Mobile,Hyderabad,0,6,48.36,1777,No,0,15,11,1,Thursday,0,0.07423490488006616,0.0033764772087788407
T102777,CUST3120,2023-10-02 03:36:00,14.5,Entertainment,Credit Card,Mobile,Chennai,0,79,283.41,1339,No,1,3,2,10,Monday,0,0.05116262658339508,0.05899925317401045
T102778,CUST8174,2023-05-31 10:00:00,47.18,Food,UPI,Desktop,Chennai,0,125,99.92,600,No,0,10,31,5,Wednesday,0,0.47217774219375497,0.20833333333333334
T102779,CUST9948,2023-06-22 07:06:00,18.78,Health,PayPal,Desktop,Bengaluru,0,145,344.94,569,No,0,7,22,6,Thursday,0,0.05444425117411724,0.2548330404217926
T102780,CUST5519,2023-11-21 11:15:00,4.1,Health,NetBanking,Mobile,Delhi,0,120,308.94,1100,No,0,11,21,11,Tuesday,0,0.013271185343432381,0.10909090909090909
T102781,CUST4170,2023-10-25 04:08:00,148.45,Utilities,NetBanking,POS,Delhi,0,26,486.79,1290,No,0,4,25,10,Wednesday,0,0.30495696296144126,0.020155038759689922
T102782,CUST1020,2023-09-11 02:42:00,317.88,Electronics,Debit Card,Mobile,Pune,0,22,468.34,146,No,0,2,11,9,Monday,0,0.6787376692146732,0.1506849315068493
T102783,CUST3519,2023-03-03 00:05:00,126.06,Fashion,Debit Card,Desktop,Kolkata,0,64,14.59,180,No,1,0,3,3,Friday,0,8.640164496230295,0.35555555555555557
T102784,CUST9399,2023-11-14 16:41:00,153.81,Travel,NetBanking,Desktop,Hyderabad,1,58,49.21,1136,No,0,16,14,11,Tuesday,0,3.1255842308473887,0.051056338028169015
T102785,CUST2374,2023-09-14 20:25:00,22.16,Electronics,NetBanking,POS,Pune,0,37,386.88,1110,No,0,20,14,9,Thursday,0,0.05727874276261373,0.03333333333333333
T102786,CUST5783,2023-12-29 04:21:00,258.77,Health,Debit Card,Mobile,Kolkata,0,78,345.97,1782,No,1,4,29,12,Friday,0,0.7479550250021677,0.04377104377104377
T102787,CUST8039,2023-12-11 11:28:00,17.54,Electronics,PayPal,Desktop,Kolkata,0,121,402.46,1013,No,0,11,11,12,Monday,0,0.04358197087909357,0.1194471865745311
T102788,CUST8111,2024-01-23 12:09:00,241.98,Food,Credit Card,Mobile,Chennai,0,28,140.74,1438,No,0,12,23,1,Tuesday,0,1.7193406281085688,0.019471488178025034
T102789,CUST5669,2023-10-11 17:49:00,421.03,Fashion,Debit Card,Desktop,Hyderabad,1,49,426.17,1273,No,0,17,11,10,Wednesday,0,0.9879390853415303,0.0384917517674784
T102790,CUST4041,2023-01-03 02:52:00,99.51,Utilities,PayPal,POS,Kolkata,0,67,226.79,1338,No,0,2,3,1,Tuesday,0,0.438775960139336,0.05007473841554559
T102791,CUST3537,2023-03-02 11:59:00,317.67,Health,PayPal,Mobile,Hyderabad,0,103,138.34,1033,No,0,11,2,3,Thursday,0,2.296298973543444,0.09970958373668926
T102792,CUST3406,2023-09-30 03:57:00,67.43,Health,PayPal,Mobile,Delhi,0,126,15.2,1807,No,0,3,30,9,Saturday,1,4.436184210526316,0.06972883231876037
T102793,CUST7280,2023-06-02 14:31:00,24.04,Travel,UPI,POS,Delhi,0,93,436.97,463,No,0,14,2,6,Friday,0,0.05501521843604824,0.20086393088552915
T102794,CUST7575,2023-06-02 22:53:00,45.96,Utilities,UPI,Desktop,Delhi,0,195,272.32,349,No,0,22,2,6,Friday,0,0.1687720329024677,0.5587392550143266
T102795,CUST4733,2023-11-21 11:49:00,72.03,Utilities,PayPal,Desktop,Mumbai,0,169,487.94,1664,No,0,11,21,11,Tuesday,0,0.14762060909128172,0.1015625
T102796,CUST4283,2023-09-29 14:02:00,6.07,Entertainment,NetBanking,Mobile,Chennai,0,174,360.19,271,Yes,0,14,29,9,Friday,0,0.016852216885532637,0.6420664206642066
T102797,CUST4604,2023-10-31 10:54:00,77.9,Fashion,UPI,POS,Hyderabad,0,87,49.4,494,No,0,10,31,10,Tuesday,0,1.576923076923077,0.17611336032388664
T102798,CUST8577,2023-09-07 17:22:00,317.82,Food,Debit Card,Mobile,Chennai,0,87,298.21,232,No,0,17,7,9,Thursday,0,1.0657590288722714,0.375
T102799,CUST2789,2023-03-14 13:59:00,16.87,Grocery,UPI,Mobile,Kolkata,0,55,18.39,578,No,0,13,14,3,Tuesday,0,0.9173463839042958,0.09515570934256055
T102800,CUST7458,2023-11-06 13:03:00,125.85,Electronics,NetBanking,Desktop,Hyderabad,0,139,283.31,787,No,0,13,6,11,Monday,0,0.4442130528396456,0.17662007623888182
T102801,CUST8128,2023-10-23 14:15:00,190.79,Utilities,Credit Card,Desktop,Hyderabad,0,154,181.6,1498,No,0,14,23,10,Monday,0,1.0506057268722466,0.102803738317757
T102802,CUST5233,2023-09-03 22:16:00,230.17,Travel,UPI,Desktop,Pune,0,13,325.21,1693,No,0,22,3,9,Sunday,1,0.7077580640201716,0.00767867690490254
T102803,CUST6903,2023-03-18 00:05:00,257.78,Health,PayPal,Desktop,Hyderabad,0,164,275.37,1188,Yes,1,0,18,3,Saturday,1,0.9361223081671931,0.13804713804713806
T102804,CUST5419,2023-10-24 22:12:00,58.96,Grocery,PayPal,Desktop,Hyderabad,0,128,138.06,887,No,0,22,24,10,Tuesday,0,0.42706069824713894,0.14430665163472378
T102805,CUST4709,2023-06-23 10:04:00,302.86,Food,PayPal,POS,Bengaluru,0,64,89.55,1908,No,0,10,23,6,Friday,0,3.3820212171970967,0.033542976939203356
T102806,CUST8752,2023-05-28 06:36:00,113.28,Fashion,Credit Card,Mobile,Bengaluru,1,51,208.31,1629,No,0,6,28,5,Sunday,1,0.5438049061494887,0.03130755064456722
T102807,CUST4743,2023-06-27 00:23:00,14.11,Utilities,NetBanking,POS,Pune,0,76,493.55,815,No,1,0,27,6,Tuesday,0,0.028588795461452737,0.09325153374233129
T102808,CUST3605,2023-10-05 14:19:00,51.84,Electronics,Debit Card,Mobile,Mumbai,0,22,223.49,570,No,0,14,5,10,Thursday,0,0.23195668710009398,0.03859649122807018
T102809,CUST6803,2023-11-15 19:20:00,101.36,Utilities,NetBanking,Desktop,Delhi,0,60,376.91,516,No,0,19,15,11,Wednesday,0,0.26892361571727996,0.11627906976744186
T102810,CUST8415,2023-10-24 21:28:00,22.73,Travel,Credit Card,POS,Kolkata,0,130,37.92,1935,No,0,21,24,10,Tuesday,0,0.5994198312236286,0.06718346253229975
T102811,CUST9026,2023-05-11 19:19:00,81.87,Utilities,PayPal,Mobile,Kolkata,0,56,195.64,1791,No,0,19,11,5,Thursday,0,0.4184727049683092,0.03126744835287549
T102812,CUST7222,2023-08-13 09:42:00,87.87,Utilities,NetBanking,Desktop,Hyderabad,1,168,294.36,601,No,1,9,13,8,Sunday,1,0.2985120260905014,0.2795341098169717
T102813,CUST7677,2023-03-14 00:59:00,14.21,Utilities,Debit Card,Desktop,Chennai,0,156,378.09,1539,No,0,0,14,3,Tuesday,0,0.03758364410590072,0.10136452241715399
T102814,CUST2028,2023-01-19 03:56:00,66.61,Health,PayPal,POS,Kolkata,0,97,268.91,1619,No,0,3,19,1,Thursday,0,0.24770369268528503,0.05991352686843731
T102815,CUST4329,2023-03-19 05:58:00,118.14,Health,Debit Card,POS,Bengaluru,0,3,262.49,869,No,0,5,19,3,Sunday,1,0.45007428854432546,0.0034522439585730723
T102816,CUST6151,2023-03-18 09:19:00,55.28,Grocery,UPI,POS,Delhi,0,191,384.31,690,No,0,9,18,3,Saturday,1,0.14384221071530795,0.2768115942028985
T102817,CUST4712,2023-11-14 22:15:00,0.97,Grocery,Debit Card,Desktop,Mumbai,0,151,163.51,434,No,0,22,14,11,Tuesday,0,0.005932358877132897,0.347926267281106
T102818,CUST5195,2023-03-06 01:01:00,0.73,Electronics,PayPal,Mobile,Delhi,0,55,54.4,1623,No,0,1,6,3,Monday,0,0.013419117647058823,0.033887861983980284
T102819,CUST2128,2023-10-20 04:24:00,35.33,Fashion,UPI,Mobile,Hyderabad,0,160,180.1,1486,No,0,4,20,10,Friday,0,0.19616879511382565,0.10767160161507403
T102820,CUST2613,2023-10-12 16:02:00,208.51,Food,PayPal,POS,Delhi,1,84,87.91,1601,No,0,16,12,10,Thursday,0,2.3718575816175633,0.05246720799500312
T102821,CUST1785,2023-07-19 19:41:00,20.77,Entertainment,PayPal,Mobile,Hyderabad,1,28,483.31,686,No,0,19,19,7,Wednesday,0,0.042974488423579066,0.04081632653061224
T102822,CUST4255,2023-10-15 13:59:00,80.49,Fashion,UPI,Desktop,Pune,1,124,292.98,1303,No,1,13,15,10,Sunday,1,0.27472865041982386,0.09516500383729855
T102823,CUST3050,2023-08-24 02:50:00,20.09,Fashion,Debit Card,Mobile,Bengaluru,0,8,228.83,1133,No,0,2,24,8,Thursday,0,0.08779443254817987,0.00706090026478376
T102824,CUST4836,2023-12-07 07:21:00,31.05,Fashion,Credit Card,Desktop,Bengaluru,0,3,456.91,978,No,0,7,7,12,Thursday,0,0.06795649033726554,0.003067484662576687
T102825,CUST8154,2023-04-08 17:58:00,150.73,Entertainment,Credit Card,POS,Hyderabad,0,94,451.18,44,No,0,17,8,4,Saturday,1,0.3340795248016313,2.1363636363636362
T102826,CUST8442,2023-05-15 21:35:00,104.41,Electronics,Credit Card,Mobile,Chennai,0,89,213.69,1004,No,0,21,15,5,Monday,0,0.4886049885347934,0.08864541832669323
T102827,CUST5015,2023-01-10 11:21:00,8.02,Entertainment,Credit Card,Desktop,Bengaluru,0,181,438.62,1093,No,0,11,10,1,Tuesday,0,0.01828461994437098,0.1655992680695334
T102828,CUST6525,2023-07-25 02:49:00,44.79,Electronics,NetBanking,POS,Chennai,0,157,41.37,1134,No,0,2,25,7,Tuesday,0,1.082668600435098,0.1384479717813051
T102829,CUST1872,2023-06-13 11:17:00,2.37,Entertainment,Credit Card,POS,Hyderabad,0,94,444.0,1563,No,0,11,13,6,Tuesday,0,0.005337837837837838,0.060140754958413305
T102830,CUST7393,2023-04-05 04:06:00,52.45,Food,UPI,POS,Pune,0,89,162.19,336,No,0,4,5,4,Wednesday,0,0.32338615204389914,0.2648809523809524
T102831,CUST6789,2023-07-15 16:44:00,86.88,Utilities,Credit Card,POS,Hyderabad,0,59,286.91,734,Yes,0,16,15,7,Saturday,1,0.3028127287302638,0.08038147138964577
T102832,CUST1114,2024-01-19 04:48:00,10.09,Fashion,PayPal,Mobile,Pune,0,152,142.15,426,No,0,4,19,1,Friday,0,0.07098135772071755,0.3568075117370892
T102833,CUST5000,2024-02-01 10:32:00,27.27,Utilities,Credit Card,Desktop,Kolkata,0,166,492.55,707,No,0,10,1,2,Thursday,0,0.055364937569789864,0.2347949080622348
T102834,CUST2549,2023-01-30 12:11:00,40.58,Electronics,Debit Card,Mobile,Bengaluru,0,28,45.17,999,No,0,12,30,1,Monday,0,0.8983838831082577,0.028028028028028028
T102835,CUST5185,2023-10-17 00:35:00,201.59,Entertainment,UPI,Desktop,Chennai,0,62,229.01,894,No,0,0,17,10,Tuesday,0,0.8802672372385486,0.06935123042505593
T102836,CUST6917,2024-01-07 01:31:00,399.92,Food,UPI,POS,Hyderabad,1,51,314.28,1975,No,1,1,7,1,Sunday,1,1.2724958635611558,0.025822784810126582
T102837,CUST6244,2023-05-30 23:41:00,3.68,Entertainment,NetBanking,Mobile,Kolkata,0,7,311.65,1257,No,0,23,30,5,Tuesday,0,0.011808118081180813,0.005568814638027049
T102838,CUST1045,2023-01-12 05:43:00,114.51,Utilities,PayPal,POS,Bengaluru,0,23,371.99,240,No,0,5,12,1,Thursday,0,0.30783085566816315,0.09583333333333334
